CIP13,NOM COURT
3400927629327,TELMISARTAN ZYDUS 40 MG CPR 90
3400927629617,TELMISARTAN ZYDUS 80 MG CPR 30
3400927629846,TELMISARTAN ZYDUS 80 MG CPR 90
3400927636240,ULTRAVIST 300 MG D'IODE/ML SOL INJ 1/150 ML
3400927636998,ULTRAVIST 370 MG D'IODE/ML SOL INJ 1/100 ML
3400927637131,ULTRAVIST 370 MG D'IODE/ML SOL INJ 1/150 ML
3400927640841,MEMANTINE RANBAXY 10 MG CPR SEC 56
3400927641213,MEMANTINE RANBAXY 20 MG CPR 28
3400927641671,MEMANTINE EVOLUGEN 10 MG CPR SEC 56
3400927642104,MEMANTINE EVOLUGEN 20 MG CPR 28
3400927642623,CAPECITABINE SANDOZ 150 MG CPR 60
3400927642791,CAPECITABINE SANDOZ 500 MG CPR 120
3400927643514,VOTUBIA 2 MG CPR DISP 30
3400927643682,VOTUBIA 3 MG CPR DISP 30
3400927643743,VOTUBIA 5 MG CPR DISP 30
3400927644863,LEVODOPA/CARBIDOPA ACCORD LP 200 MG/50 MG CPR 30
3400927646294,MEMANTINE ZYDUS FRANCE 10 MG CPR SEC 56
3400927646355,MEMANTINE ZYDUS FRANCE 20 MG CPR 28
3400927646584,AZITHROMYCINE BIOGARAN 250 MG CPR 6
3400927646645,LEVETIRACETAM ACTAVIS 250 MG CPR 60
3400927646706,LEVETIRACETAM ACTAVIS 500 MG CPR 60
3400927646874,LEVETIRACETAM ACTAVIS 1000 MG CPR 60
3400927648595,MEMANTINE ZENTIVA 20 MG CPR SEC 28
3400927648656,MEMANTINE ZENTIVA 10 MG CPR SEC 56
3400927651267,"RAMIPRIL RPG 1,25 MG CPR 30"
3400927651328,"RAMIPRIL RPG 1,25 MG CPR 90"
3400927652677,"RAMIPRIL RPG 2,5 MG CPR SEC 30"
3400927652738,"RAMIPRIL RPG 2,5 MG CPR SEC 90"
3400927653568,RAMIPRIL RPG 5 MG CPR SEC 30
3400927653629,RAMIPRIL RPG 5 MG CPR SEC 90
3400927654398,RAMIPRIL RPG 10 MG CPR SEC 30
3400927654459,RAMIPRIL RPG 10 MG CPR SEC 90
3400927655869,RECIVIT 67 MCG SUBLING CPR 15
3400927656699,RECIVIT 133 MCG SUBLING CPR 15
3400927656750,RECIVIT 133 MCG SUBLING CPR 15
3400927656811,RECIVIT 133 MCG SUBLING CPR 30
3400927656989,RECIVIT 133 MCG SUBLING CPR 30
3400927657641,RECIVIT 267 MCG SUBLING CPR 30
3400927657702,RECIVIT 267 MCG SUBLING CPR 30
3400927658532,RECIVIT 400 MCG SUBLING CPR 30
3400927659591,RECIVIT 533 MCG SUBLING CPR 30
3400927660313,RECIVIT 800 MCG SUBLING CPR 30
3400927665516,LIDOCAINE/PRILOCAINE ZENTIVA 5% % PANSEMENTS ADHESIFS CUTANES 1
3400927666117,AZITHROMYCINE PHR LAB 250 MG CPR 6
3400927671197,"LUCENTIS 10 MG/ML SOL INJ 1/0,165 ML"
3400927673559,"COCRISARTERS 150 MG/12,5 MG Gé CPR 30"
3400927674440,"COCRISARTERS 300 MG/12,5 MG Gé CPR 90"
3400927674730,COCRISARTERS 300 MG/25 MG Gé CPR 30
3400927675102,COCRISARTERS 300 MG/25 MG Gé CPR 90
3400927675270,MEMANTINE EG 10 MG CPR 56
3400927675331,MEMANTINE EG 20 MG CPR 28
3400927687976,"BISOPROLOL KRKA 2,5 MG CPR SEC 30"
3400927689000,BISOPROLOL KRKA 5 MG CPR SEC 30
3400927689697,BISOPROLOL KRKA 5 MG CPR SEC 90
3400927690129,BISOPROLOL KRKA 10 MG CPR SEC 30
3400927690648,BISOPROLOL KRKA 10 MG CPR SEC 90
3400927693199,DUPHALAC 10 G/15 ML SOL BUV SACHETS-DOSE 20/15 ML
3400927694080,"RIVASTIGMINE ZENTIVA 4,6 MG/24 H DISP TRANSDERM 30"
3400927694141,"OMNISCAN 0,5 MMOL/ML SOL INJ 1/15 ML"
3400927694202,"OMNISCAN 0,5 MMOL/ML SOL INJ 1/20 ML"
3400927694431,"RIVASTIGMINE ZENTIVA 9,5 MG/24 H DISP TRANSDERM 30"
3400927694721,"RIVASTIGMINE MYLAN PHARMA 4,6 MG/24 H DISP TRANSDERM 30"
3400927694950,"RIVASTIGMINE MYLAN PHARMA 9,5 MG/24 H DISP TRANSDERM 30"
3400927696091,DICLOFENAC CRISTERS 1 % GEL TUBE 1/100 G
3400927701917,EBASTINE MYLAN 10 MG CPR DISP 30
3400927702396,EBASTINE MYLAN 10 MG CPR DISP 30
3400927702686,EBASTINE ZENTIVA 10 MG  CPR DISP 30
3400927702976,EBASTINE ZENTIVA 10 MG  CPR DISP 30
3400927703287,EBASTINE BIOGARAN 10 MG CPR DISP 30
3400927703577,EBASTINE BIOGARAN 10 MG CPR DISP 30
3400927704697,EBACHOI 10 MG Gé CPR DISP 30
3400927705120,CEFTRIAXONE SANDOZ 1 G/10 ML SOL INJ 1
3400927705298,"CEFTRIAXONE SANDOZ 1 G/3,5 ML SOL INJ 1/3,5 ML"
3400927705359,CEFTRIAXONE SANDOZ 500 MG/2 ML SOL INJ 1
3400927706820,IOMERON 350 (350 MG D'IODE/ML) SOL INJ FL 1/100 ML
3400927706998,IOMERON 350 (350 MG D'IODE/ML) SOL INJ FL 1/150 ML
3400927707131,IOMERON 400 (400 MG D'IODE/M)L SOL INJ FL 1/100 ML
3400927707360,IOMERON 400 (400 MG D'IODE/ML) SOL INJ FL 1/150 ML
3400927708022,BRINTELLIX 5 MG CPR 28
3400927708190,BRINTELLIX 10 MG CPR 28
3400927708251,BRINTELLIX 15 MG CPR 28
3400927708312,BRINTELLIX 20 MG CPR 28
3400927708480,"CORBILTA 50 MG/12,5 MG/200 MG Gé CPR 100"
3400927708541,"CORBILTA 75 MG/18,75 MG/200 MG Gé CPR 100"
3400927708602,CORBILTA 100 MG/25 MG/200 MG Gé CPR 100
3400927708770,"CORBILTA 125 MG/31,25 MG/200 MG Gé CPR 100"
3400927708831,"CORBILTA 150 MG/37,50 MG/200 MG Gé CPR 100"
3400927709081,"CORBILTA 175 MG/43,75 MG/200 MG Gé CPR 100"
3400927709142,CORBILTA 200 MG/50 MG/200 MG Gé CPR 100
3400927710780,RALOXIFENE ARROW 60 MG CPR 28
3400927711091,RALOXIFENE ARROW 60 MG CPR 84
3400927711503,CRISARTERS 75 MG Gé CPR 30
3400927711961,CRISARTERS 75 MG Gé CPR 90
3400927712272,CRISARTERS 150 MG Gé CPR 30
3400927712623,CRISARTERS 150 MG Gé CPR 90
3400927712913,CRISARTERS 300 MG Gé CPR 30
3400927713392,CRISARTERS 300 MG Gé CPR 90
3400927713972,"BROMAZEPAM ARROW 1,5 MG CPR 120"
3400927714573,"NOVORAPID PUMPCART 100 U/ML SOL INJ CARTOUCHE 5/1,6 ML"
3400927714634,TIVICAY 50 MG CPR 30
3400927715983,ESCITALOPRAM ARROW 5 MG CPR 14
3400927716065,ESCITALOPRAM ARROW 5 MG CPR 28
3400927716645,ESCITALOPRAM ARROW 10 MG CPR SEC 28
3400927717246,ESCITALOPRAM ARROW 15 MG CPR SEC 28
3400927717994,ESCITALOPRAM ARROW 20 MG CPR SEC 28
3400927718595,ESCITALOPRAM MYLAN GENERIQUES 5 MG CPR 14
3400927718656,ESCITALOPRAM MYLAN GENERIQUES 5 MG CPR 28
3400927719257,ESCITALOPRAM MYLAN GENERIQUES 10 MG CPR SEC 28
3400927719837,ESCITALOPRAM MYLAN GENERIQUES 15 MG CPR SEC 28
3400927720666,ESCITALOPRAM MYLAN GENERIQUES 20 MG CPR SEC 28
3400927721847,ABILIFY MAINTENA 300 MG SUSP INJ 1
3400927721908,ABILIFY MAINTENA 400 MG SUSP INJ 1
3400927722097,REVESTIVE 5 MG PDRE SOLV SOL INJ 28
3400927723278,"STRIVERDI RESPIMAT 2,5 MCG/DOSE SOL INHAL 60 DOSES"
3400927723629,"BISOPROLOL QUIVER 1,25 MG CPR 30"
3400927724749,"BISOPROLOL QUIVER 2,5 MG CPR SEC 30"
3400927725869,"BISOPROLOL QUIVER 3,75 MG CPR 30"
3400927726989,BISOPROLOL QUIVER 5 MG CPR SEC 30
3400927727122,BISOPROLOL QUIVER 5 MG CPR SEC 90
3400927727931,"BISOPROLOL QUIVER 7,5 MG CPR SEC 30"
3400927728822,BISOPROLOL QUIVER 10 MG CPR SEC 30
3400927729652,GLICLAZIDE EG LABO LABORATOIRES EUROGENERICS 30 MG CPR 30
3400927729881,GLICLAZIDE EG LABO LABORATOIRES EUROGENERICS 30 MG CPR 60
3400927730023,GLICLAZIDE EG LABO LABORATOIRES EUROGENERICS 30 MG CPR 180
3400927731082,ELETRIPTAN MYLAN 20 MG CPR 6
3400927731204,ELETRIPTAN MYLAN 40 MG CPR 6
3400927731433,ELETRIPTAN MYLAN 40 MG CPR 10
3400927731723,LEVONORGESTREL/ETHINYLESTRADIOL ZENTIVA 100 MCG/20 MCG CPR 21
3400927731891,LEVONORGESTREL/ETHINYLESTRADIOL ZENTIVA 100 MCG/20 MCG CPR 63
3400927732034,"KINERET 100 MG/0,67 ML SOL INJ 7"
3400927733383,ESCITALOPRAM ZENTIVA LAB 20 MG/ML SOL BUV 1/15 ML
3400927733673,ESCITALOPRAM ZENTIVA LAB 5 MG CPR SEC 14
3400927733734,ESCITALOPRAM ZENTIVA LAB 5 MG CPR SEC 28
3400927734106,ESCITALOPRAM ZENTIVA LAB 10 MG CPR SEC 28
3400927734564,ESCITALOPRAM ZENTIVA LAB 15 MG CPR SEC 28
3400927734854,ESCITALOPRAM ZENTIVA LAB 20 MG CPR SEC 28
3400927735684,DILTIAZEM GNR LP 200 MG GELULE 30
3400927736285,DILTIAZEM GNR LP 200 MG GELULE 90
3400927737008,DILTIAZEM GNR LP 300 MG GELULE 30
3400927737756,DILTIAZEM GNR LP 300 MG GELULE 90
3400927738067,CELECOXIB HCS 200 MG GELULE 30
3400927738357,CELECOXIB HCS 100 MG GELULE 30
3400927738586,ESCITALOPRAM TEVA 5 MG CPR 14
3400927738647,ESCITALOPRAM TEVA 5 MG CPR 28
3400927738708,ESCITALOPRAM TEVA 10 MG CPR SEC 28
3400927738876,ESCITALOPRAM TEVA 15 MG CPR 28
3400927738937,ESCITALOPRAM TEVA 20 MG CPR SEC 28
3400927739309,CLOPIDOGREL TEVA 75 MG CPR 30
3400927740428,ESCITALOPRAM ZYDUS 5 MG CPR 14
3400927740596,ESCITALOPRAM ZYDUS 5 MG CPR 28
3400927740657,ESCITALOPRAM ZYDUS 10 MG CPR SEC 28
3400927741548,ESCITALOPRAM ZYDUS 15 MG CPR SEC 28
3400927748752,OXYCODONE EG LP 5 MG CPR 28
3400927749872,ESCITALOPRAM ZYDUS 20 MG CPR SEC 28
3400927749933,AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 1 G/125 MG PDRE SUSP BUV SACHET 8
3400927750014,AMOXICILLINE/ACIDE CLAVULANIQUE CRISTERS 1 G/125 MG PDRE SUSP BUV SACHET 12
3400927750182,AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 1 G/125 MG PDRE SUSP BUV SACHET 8
3400927750243,AMOXICILLINE/ACIDE CLAVULANIQUE RANBAXY 1 G/125 MG PDRE SUSP BUV SACHET 12
3400927750533,AMOXICILLINE/ACIDE CLAVULANIQUE TEVA 1 G/125 MG PDRE SUSP BUV SACHET 8
3400927750762,AMOXICILLINE/ACIDE CLAVULANIQUE TEVA 1 G/125 MG PDRE SUSP BUV SACHET 12
3400927751653,OXYCODONE EG LP 10 MG CPR 28
3400927753725,OXYCODONE EG LP 15 MG CPR 28
3400927755095,OXYCODONE EG LP 20 MG CPR 28
3400927756337,OXYCODONE EG LP 30 MG CPR 28
3400927757976,OXYCODONE EG LP 40 MG CPR 28
3400927759239,OXYCODONE EG LP 60 MG CPR 28
3400927760587,OXYCODONE EG LP 80 MG CPR 28
3400927761300,ACIDE ZOLEDRONIQUE BIOGARAN 4 MG/100 ML SOL INJ PERF FL 1/100 ML
3400927761768,ACIDE ZOLEDRONIQUE MYLAN 4 MG/100 ML SOL INJ PERF FL 1/100 ML
3400927795138,ACIDE ZOLEDRONIQUE ZENTIVA 4 MG/100 ML SOL INJ PERF FL 1/100 ML
3400927797149,ULTRAVIST 300 (300 MG D'IODE/ML) SOL INJ FL 1/100 ML
3400927797200,ULTRAVIST 300 (300 MG D'IODE/ML) SOL INJ FL 1/150 ML
3400927797668,DILTIAZEM MYLAN LP 200 MG GELULE 30
3400927797958,DILTIAZEM MYLAN LP 200 MG GELULE 90
3400927798269,DILTIAZEM MYLAN LP 300 MG GELULE 30
3400927798559,DILTIAZEM MYLAN LP 300 MG GELULE 90
3400927799211,ULTRAVIST 370 (370 MG D'IODE/ML) SOL INJ FL 1/100 ML
3400927799389,ULTRAVIST 370 (370 MG D'IODE/ML) SOL INJ FL 1/150 ML
3400927800481,PANTOPRAZOLE MYLAN 20 MG CPR GASTRORESISTANT 14
3400927800542,PANTOPRAZOLE MYLAN 20 MG CPR GASTRORESISTANT 28
3400927801082,PANTOPRAZOLE MYLAN 40 MG CPR GASTRORESISTANT 14
3400927801143,PANTOPRAZOLE MYLAN 40 MG CPR GASTRORESISTANT 28
3400927801662,BETAHISTINE ZYDUS FRANCE 8 MG CPR 90
3400927801891,BETAHISTINE ZYDUS FRANCE 24 MG CPR 60
3400927802492,LEVETIRACETAM CRISTERS 250 MG CPR SEC 60
3400927803215,LEVETIRACETAM CRISTERS 500 MG CPR SEC 60
3400927805455,LEVETIRACETAM CRISTERS 1000 MG CPR SEC 60
3400927806407,"BISOPROLOL MYLAN 1,25 MG CPR 30"
3400927806575,"BISOPROLOL MYLAN 2,5 MG CPR SEC 30"
3400927806865,BISOPROLOL MYLAN 5 MG CPR SEC 30
3400927807008,BISOPROLOL MYLAN PHARMA 10 MG CPR SEC 30
3400927808296,ESCITALOPRAM KRKA 20 MG CPR SEC 28
3400927808708,ESCITALOPRAM KRKA 15 MG CPR 28
3400927809187,ESCITALOPRAM KRKA 10 MG CPR SEC 28
3400927809309,ESCITALOPRAM KRKA 5 MG CPR 14
3400927809538,ESCITALOPRAM KRKA 5 MG CPR 28
3400927810596,"LEVONORGESTREL EG 1,5 MG CPR 1"
3400927810947,CELECOXIB SANDOZ 100 MG GELULE 30
3400927811609,CELECOXIB SANDOZ 200 MG GELULE 30
3400927812378,EBASTINE MYLAN 10 MG CPR 30
3400927812897,EBASTINE ZENTIVA 10 MG  CPR 30
3400927813030,EBASTINE BIOGARAN 10 MG  CPR 15
3400927813320,EBASTINE BIOGARAN 10 MG  CPR 30
3400927813900,EBARREN 10 MG Gé CPR 15
3400927814150,EBARREN 10 MG Gé CPR 30
3400927817861,OMEPRAZOLE ZENTIVA LAB 10 MG GELULE GASTRORESISTANTE 14
3400927817922,OMEPRAZOLE ZENTIVA LAB 10 MG GELULE GASTRORESISTANTE 28
3400927818004,OMEPRAZOLE ZENTIVA LAB 20 MG GELULE GASTRORESISTANTE 14
3400927818172,OMEPRAZOLE ZENTIVA LAB 20 MG GELULE GASTRORESISTANTE 28
3400927819063,"RIVASTIGMINE SANDOZ 4,6 MG/24 H DISP TRANSDERM 30"
3400927819292,"RIVASTIGMINE SANDOZ 9,5 MG/24 H DISP TRANSDERM 30"
3400927821592,ESOMEPRAZOLE EG LABO 20 MG CPR GASTRORESISTANT 7
3400927821653,ESOMEPRAZOLE EG LABO 20 MG CPR GASTRORESISTANT 14
3400927821714,ESOMEPRAZOLE EG LABO 20 MG CPR GASTRORESISTANT 28
3400927822483,ESOMEPRAZOLE EG LABO 40 MG CPR GASTRORESISTANT 14
3400927822544,ESOMEPRAZOLE EG LABO 40 MG CPR GASTRORESISTANT 28
3400927823206,ESOMEPRAZOLE EVOLUGEN 20 MG CPR GASTRORESISTANT 7
3400927823374,ESOMEPRAZOLE EVOLUGEN 20 MG CPR GASTRORESISTANT 14
3400927823435,ESOMEPRAZOLE EVOLUGEN 20 MG CPR GASTRORESISTANT 28
3400927824326,ESOMEPRAZOLE EVOLUGEN 40 MG CPR GASTRORESISTANT 14
3400927824494,ESOMEPRAZOLE EVOLUGEN 40 MG CPR GASTRORESISTANT 28
3400927824845,"ROACTEMRA 162 MG SOL INJ 4/0,9 ML"
3400927827518,ESCITALOPRAM CRISTERS 5 MG CPR 14
3400927827747,ESCITALOPRAM CRISTERS 5 MG CPR 28
3400927830068,ESCITALOPRAM CRISTERS 10 MG CPR SEC 28
3400927831997,ESCITALOPRAM CRISTERS 15 MG CPR SEC 28
3400927832710,ESCITALOPRAM CRISTERS 20 MG CPR SEC 28
3400927835841,GLYCEROL/VASELINE/PARAFFINE MYLAN 15 G CREME TUBE 1/250 G
3400927836152,MONTELUKAST SANDOZ 4 MG SACHET 28
3400927836503,MONTELUKAST ARROW 4 MG SACHET 28
3400927838163,LEVONORGESTREL/ETHINYLESTRADIOL MYLAN 100 MCG/20 MCG CPR 21
3400927838224,LEVONORGESTREL/ETHINYLESTRADIOL MYLAN 100 MCG/20 MCG CPR 63
3400927838392,LEVONORGESTREL/ETHINYLESTRADIOL EG 100 MCG/20 MCG CPR 21
3400927838453,LEVONORGESTREL/ETHINYLESTRADIOL EG 100 MCG/20 MCG CPR 63
3400927838514,GLYCEROL/VASELINE/PARAFFINE SANDOZ 15 G CREME TUBE 1/250 G
3400927838682,GLYCEROL/VASELINE/PARAFFINE ARROW 15 G CREME TUBE 1/250 G
3400927838743,DEXATOPIA 250 G Gé CREME TUBE 1/250 G
3400927839405,"PERINDOPRIL ARGININE BIOGARAN 2,5 MG CPR 30"
3400927839863,"PERINDOPRIL ARGININE BIOGARAN 2,5 MG CPR 90"
3400927840463,PERINDOPRIL ARGININE BIOGARAN 5 MG CPR SEC 30
3400927840753,PERINDOPRIL ARGININE BIOGARAN 5 MG CPR SEC 90
3400927841293,PERINDOPRIL ARGININE BIOGARAN 10 MG CPR 30
3400927841583,PERINDOPRIL ARGININE BIOGARAN 10 MG CPR 90
3400927842535,CELECOXIB EG 100 MG GELULE 30
3400927842825,CELECOXIB EG 200 MG GELULE 30
3400927846267,KETOPROFENE NOR LP 100 MG CPR SEC 20
3400927846847,OMEPRAZOLE ZENTIVA LAB 20 MG GELULE GASTRORESISTANTE 7
3400927847097,ESCITALOPRAM ALMUS 5 MG CPR 14
3400927847158,ESCITALOPRAM ALMUS 5 MG CPR 28
3400927847509,ESCITALOPRAM ALMUS 15 MG CPR SEC 28
3400927847738,ESCITALOPRAM ALMUS 10 MG CPR SEC 28
3400927848049,ESCITALOPRAM ALMUS 20 MG CPR SEC 28
3400927848339,AZITHROMYCINE KRKA 250 MG CPR 6
3400927851469,ESCITALOPRAM ZENTIVA 5 MG CPR 28
3400927852299,ESCITALOPRAM ZENTIVA 15 MG CPR 28
3400927855252,MOXIFLOXACINE MYLAN 400 MG CPR 5
3400927855313,MOXIFLOXACINE MYLAN 400 MG CPR 7
3400927858444,CELECOXIB ARROW 100 MG GELULE 30
3400927859274,CELECOXIB ARROW 200 MG GELULE 30
3400927861055,CELECOXIB PFIZER 100 MG GELULE 30
3400927861284,CELECOXIB PFIZER 200 MG GELULE 30
3400927870859,LANSOPRAZOLE BIOGARAN 15 MG CPR DISP 14
3400927870910,LANSOPRAZOLE BIOGARAN 15 MG CPR DISP 28
3400927871221,LANSOPRAZOLE BIOGARAN 30 MG CPR DISP 14
3400927871399,LANSOPRAZOLE BIOGARAN 30 MG CPR DISP 28
3400927875472,"DUORESP SPIROMAX 160 MCG/4,5 MCG PDRE INHAL FL 120 DOSES"
3400927875533,DUORESP SPIROMAX 320 MCG/9 MCG PDRE INHAL FL 60 DOSES
3400927883637,"HEMANGIOL 3,75 MG/ML SOL BUV 1/120 ML"
3400927883927,LANSOPRAZOLE BIOGARAN 15 MG CPR DISP 14
3400927884009,LANSOPRAZOLE BIOGARAN 15 MG CPR DISP 28
3400927884238,LANSOPRAZOLE BIOGARAN 30 MG CPR DISP 14
3400927884467,LANSOPRAZOLE BIOGARAN 30 MG CPR DISP 28
3400927888601,OXYCODONE MYLAN LP 80 MG CPR 28
3400927889080,OXYCODONE MYLAN LP 5 MG CPR 28
3400927889370,OXYCODONE MYLAN LP 10 MG CPR 28
3400927889721,OXYCODONE MYLAN LP 20 MG CPR 28
3400927890031,OXYCODONE MYLAN LP 40 MG CPR 28
3400927891380,CELECOXIB MYLAN PHARMA 100 MG GELULE 30
3400927891960,CELECOXIB MYLAN PHARMA 200 MG GELULE 30
3400927892271,NEVIRAPINE CRISTERS 200 MG CPR 60
3400927893223,CROMOGLICATE DE SODIUM MYLAN 2 % COLLYRE FL 1/5 ML
3400927893391,CROMOGLICATE DE SODIUM MYLAN 2 % COLLYRE FL 1/10 ML
3400927894633,HYDROXYZINE ZENTIVA 25 MG CPR SEC 30
3400927895814,HYDROXYZINE MYLAN 25 MG CPR SEC 30
3400927896873,HYDROXYZINE SANDOZ 25 MG CPR SEC 30
3400927898075,HYDROXYZINE BIOGARAN 25 MG CPR SEC 30
3400927899195,HYDROXYZINE ARROW 25 MG CPR SEC 30
3400927901010,RIBAVOX Gé 200 MG CPR 168
3400927903021,"OVALEAP 300 UI/0,5 ML SOL INJ CARTOUCHE 1"
3400927903199,"OVALEAP 450 UI/0,75 ML SOL INJ CARTOUCHE 1"
3400927903250,"OVALEAP 900 UI/1,5 ML SOL INJ CARTOUCHE 1"
3400927903779,"CANDESARTAN/HYDROCHLOROTHIAZIDE EG 8 MG/12,5 MG CPR 90"
3400927903830,"CANDESARTAN/HYDROCHLOROTHIAZIDE EG 16 MG/12,5 MG CPR 90"
3400927908163,GADOVIST 1 MMOL/ML SOL INJ FL 1/2 ML
3400927909924,ALGINATE DE SODIUM/BICARBONATE DE SODIUM MYLAN 500 MG/267 MG SUSP BUV SACHET 24
3400927910524,DESLORATADINE EVOLUGEN 5 MG CPR 15
3400927910982,DESLORATADINE EVOLUGEN 5 MG CPR 30
3400927911064,ESCITALOPRAM MYLAN GENERIQUES 5 MG CPR SEC 28
3400927911125,ESCITALOPRAM MYLAN GENERIQUES 10 MG CPR SEC 28
3400927911293,ESCITALOPRAM MYLAN GENERIQUES 15 MG CPR SEC 28
3400927911354,ESCITALOPRAM MYLAN GENERIQUES 20 MG CPR SEC 28
3400927913655,CREON 5000 U GRANULES FL 1/20 G
3400927913716,"IPRATROPIUM SANDOZ 0,5 MG/2 ML SOL INHAL 10/2 ML"
3400927914485,"IPRATROPIUM SANDOZ 0,25 MG/1 ML ENFANT SOL INHAL 30/1 ML"
3400927915727,UVESTEROL D 5000 UI/ML SOL BUV 1/10 ML
3400927918797,"ALMOTRIPTAN BIOGARAN 12,5 MG CPR 6"
3400927918858,"ALMOTRIPTAN BIOGARAN 12,5 MG CPR 12"
3400927921698,GALANTAMINE BIOGARAN LP 16 MG GELULE 30
3400927926433,MOXIFLOXACINE KRKA 400 MG CPR 5
3400927926662,MOXIFLOXACINE KRKA 400 MG CPR 7
3400927927034,ALGINATE DE SODIUM /BICARBONATE DE SODIUM SANDOZ 500 MG/267 MG SUSP BUV SACHET 24/10 ML
3400927927492,ALGINATE DE SODIUM /BICARBONATE DE SODIUM ZENTIVA 500 MG/267MG SUSP BUV SACHET 24/10 ML
3400927928383,AMOXICILLINE ZENTIVA LAB 500 MG/5 ML PDRE SUSP BUV FL 1/60 ML
3400927928505,AMOXICILLINE ZENTIVA LAB 250 MG/5 ML PDRE SUSP BUV FL 1/60 ML
3400927928734,AMOXICILLINE ZENTIVA LAB 125 MG/5 ML PDRE SUSP BUV FL 1/60 ML
3400927928963,AMOXICILLINE ZENTIVA LAB 1 G CPR DISP 6
3400927929045,AMOXICILLINE ZENTIVA LAB 1 G CPR DISP 14
3400927929335,AMOXICILLINE ZENTIVA LAB 500 MG GELULE 12
3400927929625,"SIMBRINZA 10 MG/ML + 2 MG/ML (BRINZOLAMIDE, TARTRATE DE BRIMONIDINE) COLLYRE FL 1/5 ML"
3400927929854,LANSOPRAZOLE SANDOZ 15 MG  CPR DISP 14
3400927929915,LANSOPRAZOLE SANDOZ 15 MG  CPR DISP 28
3400927930225,LANSOPRAZOLE SANDOZ 15 MG  CPR DISP 14
3400927930393,LANSOPRAZOLE SANDOZ 15 MG  CPR DISP 28
3400927930515,LANSOPRAZOLE SANDOZ 30 MG  CPR DISP 14
3400927930683,LANSOPRAZOLE SANDOZ 30 MG  CPR DISP 28
3400927930973,LANSOPRAZOLE SANDOZ 30 MG  CPR DISP 28
3400927931116,LANSOPRAZOLE ZENTIVA 15 MG  CPR DISP 14
3400927931284,LANSOPRAZOLE ZENTIVA 15 MG  CPR DISP 28
3400927931574,LANSOPRAZOLE ZENTIVA 15 MG  CPR DISP 28
3400927931864,LANSOPRAZOLE ZENTIVA 30 MG  CPR DISP 14
3400927931925,LANSOPRAZOLE ZENTIVA 30 MG  CPR DISP 28
3400927932526,LANSOPRAZOLE EG 15 MG  CPR DISP 14
3400927932694,LANSOPRAZOLE EG 15 MG  CPR DISP 28
3400927932816,LANSOPRAZOLE EG 15 MG  CPR DISP 14
3400927932984,LANSOPRAZOLE EG 15 MG  CPR DISP 28
3400927933127,LANSOPRAZOLE EG 30 MG  CPR DISP 14
3400927933295,LANSOPRAZOLE EG 30 MG  CPR DISP 28
3400927933585,LANSOPRAZOLE EG 30 MG  CPR DISP 28
3400927937729,AMOXICILLINE ARROW LAB 500 MG GELULE 12
3400927939099,"BEMFOLA 75 UI/0,125 ML SOL INJ STYLO 1/0,125 ML"
3400927939150,"BEMFOLA 150 UI/0,25 ML SOL INJ STYLO 1/0,25 ML"
3400927939211,"BEMFOLA 225 UI/0,375 ML SOL INJ STYLO 1/0,375 ML"
3400927939389,"BEMFOLA 300 UI/0,50 ML SOL INJ STYLO 1/0,50 ML"
3400927939440,"BEMFOLA 450 UI/0,75 ML SOL INJ STYLO 1/0,75 ML"
3400927939501,MOMETASONE TEVA 50 MCG/DOSE SOL NASALE 120 DOSES
3400927939730,"AMOROLFINE BGR 5 % VERNIS A ONGLES MEDIC 1/2,5 ML"
3400927940040,"AMOROLFINE ARROW 5 % VERNIS A ONGLES MEDIC 1/2,5 ML"
3400927942921,"PERINDOPRIL TOSILATE TEVA 2,5 MG CPR 30"
3400927943232,"PERINDOPRIL TOSILATE TEVA 2,5 MG CPR 90"
3400927943461,PERINDOPRIL TOSILATE TEVA 5 MG CPR SEC 30
3400927943751,PERINDOPRIL TOSILATE TEVA 5 MG CPR SEC 90
3400927943812,PERINDOPRIL TOSILATE TEVA 10 MG CPR 30
3400927944123,PERINDOPRIL TOSILATE TEVA 10 MG CPR 90
3400927944352,"MEKINIST 0,5 MG CPR 30"
3400927944703,MEKINIST 2 MG CPR 30
3400927946073,"DAIVOBET 50 MCG/0,5 MG/G CARTOUCHE AV APPLIC GEL 1/60 G"
3400927946363,ISENTRESS 100 MG SUSP BUV SACHET 60
3400927946424,TIMOFEROL 50 MG CPR 30
3400927946943,"DOTAREM 0,5 MMOL/ML SOL INJ 1/15 ML"
3400927947025,"DOTAREM 0,5 MMOL/ML SOL INJ 1/20 ML"
3400927948954,TRIUMEQ 50 MG/600 MG/300 MG (DOLUTEGRAVIR/ABACAVIR/LAMIVUDINE) CPR 30
3400927949036,PLEGRIDY 63 MCG + 94 MCG COFFRET INITIATION SOL INJ SER 1
3400927949265,PLEGRIDY 63 MCG + 94 MCG COFFRET INITIATION SOL INJ STYLO 1
3400927949326,PLEGRIDY 125 MCG SOL INJ 2
3400927949555,PLEGRIDY 125 MCG SOL INJ STYLO 2
3400927949784,SEVELAMER CARBONATE TEVA 800 MG CPR 180
3400927950094,SEVELAMER CARBONATE EG 800 MG CPR 180
3400927952166,CELECOXIB ZYDUS 100 MG GELULE 30
